HOUR_ID,BUSINESS_ID,WEEKDAY_ID,OPEN_TIME,CLOSE_TIME
10004002,10001028,6,2000-01-01 17:30,2000-01-01 23:00
10004003,10001030,1,2000-01-01 07:00,2000-01-01 19:00
10004004,10001030,2,2000-01-01 07:00,2000-01-01 19:00
10004005,10001030,3,2000-01-01 07:00,2000-01-01 19:00
10004006,10001030,4,2000-01-01 07:00,2000-01-01 19:00
10004007,10001030,5,2000-01-01 07:00,2000-01-01 19:00
10004008,10001031,1,2000-01-01 00:00,2000-01-01 23:59
10004009,10001031,2,2000-01-01 00:00,2000-01-01 23:59
10004010,10001031,3,2000-01-01 00:00,2000-01-01 23:59
10004011,10001031,4,2000-01-01 00:00,2000-01-01 23:59
10004012,10001031,5,2000-01-01 00:00,2000-01-01 23:59
10004013,10001031,6,2000-01-01 00:00,2000-01-01 23:59
10004014,10001031,7,2000-01-01 00:00,2000-01-01 23:59
10004015,10001032,1,2000-01-01 11:00,2000-01-01 02:00
10004016,10001032,2,2000-01-01 11:00,2000-01-01 02:00
10004017,10001032,3,2000-01-01 11:00,2000-01-01 02:00
10004018,10001032,4,2000-01-01 11:00,2000-01-01 02:00
10004019,10001032,5,2000-01-01 11:00,2000-01-01 02:00
10004020,10001032,6,2000-01-01 17:00,2000-01-01 02:00
10004021,10001034,1,2000-01-01 09:00,2000-01-01 17:00
10004022,10001034,2,2000-01-01 09:00,2000-01-01 17:00
10004023,10001034,3,2000-01-01 09:00,2000-01-01 17:00
10004024,10001034,4,2000-01-01 09:00,2000-01-01 17:00
10004025,10001034,5,2000-01-01 09:00,2000-01-01 17:00
10004026,10001034,6,2000-01-01 10:00,2000-01-01 18:00
10004027,10001034,7,2000-01-01 12:00,2000-01-01 17:00
10004028,10001035,1,2000-01-01 10:00,2000-01-01 15:00
10004029,10001035,2,2000-01-01 10:00,2000-01-01 15:00
10004030,10001035,3,2000-01-01 10:00,2000-01-01 15:00
10004031,10001035,4,2000-01-01 10:00,2000-01-01 15:00
10004032,10001035,5,2000-01-01 10:00,2000-01-01 15:00
10004033,10001036,1,2000-01-01 11:00,2000-01-01 22:00
10004034,10001036,2,2000-01-01 11:00,2000-01-01 22:00
10004035,10001036,3,2000-01-01 11:00,2000-01-01 22:00
10004036,10001036,4,2000-01-01 11:00,2000-01-01 22:00
10004037,10001036,5,2000-01-01 11:00,2000-01-01 22:00
10004038,10001036,6,2000-01-01 11:00,2000-01-01 23:00
10004039,10001037,1,2000-01-01 00:00,2000-01-01 00:00
10004040,10001037,2,2000-01-01 00:00,2000-01-01 00:00
10004041,10001037,3,2000-01-01 00:00,2000-01-01 00:00
10004042,10001037,4,2000-01-01 00:00,2000-01-01 00:00
10004043,10001037,5,2000-01-01 00:00,2000-01-01 00:00
10004044,10001037,6,2000-01-01 00:00,2000-01-01 00:00
10004045,10001037,7,2000-01-01 00:00,2000-01-01 00:00
10004046,10001039,1,2000-01-01 11:00,2000-01-01 02:00
10004047,10001039,2,2000-01-01 11:00,2000-01-01 02:00
10004048,10001039,3,2000-01-01 11:00,2000-01-01 02:00
10004049,10001039,4,2000-01-01 11:00,2000-01-01 02:00
10004050,10001039,5,2000-01-01 11:00,2000-01-01 02:00
10004051,10001039,6,2000-01-01 11:00,2000-01-01 02:00
10004052,10001040,4,2000-01-01 21:00,2000-01-01 02:30
10004053,10001040,5,2000-01-01 20:30,2000-01-01 02:30
10004054,10001040,6,2000-01-01 20:30,2000-01-01 02:30
10004055,10001041,1,2000-01-01 10:00,2000-01-01 18:00
10004056,10001041,2,2000-01-01 10:00,2000-01-01 18:00
10004057,10001041,3,2000-01-01 10:00,2000-01-01 18:00
10004058,10001041,4,2000-01-01 10:00,2000-01-01 18:00
10004059,10001041,5,2000-01-01 10:00,2000-01-01 18:00
10004060,10001041,6,2000-01-01 10:00,2000-01-01 17:00
10004061,10001044,1,2000-01-01 07:00,2000-01-01 14:30
10004062,10001044,2,2000-01-01 07:00,2000-01-01 14:30
10004063,10001044,3,2000-01-01 07:00,2000-01-01 14:30
10004064,10001044,4,2000-01-01 07:00,2000-01-01 14:30
10004065,10001044,5,2000-01-01 07:00,2000-01-01 14:30
10004066,10001045,1,2000-01-01 10:30,2000-01-01 19:00
10004067,10001045,2,2000-01-01 10:30,2000-01-01 19:00
10004068,10001045,3,2000-01-01 10:30,2000-01-01 19:00
10004069,10001045,4,2000-01-01 10:30,2000-01-01 19:00
10004070,10001045,5,2000-01-01 10:30,2000-01-01 19:00
10004071,10001045,7,2000-01-01 11:00,2000-01-01 16:00
10004072,10001047,1,2000-01-01 08:00,2000-01-01 18:00
10004073,10001047,2,2000-01-01 08:00,2000-01-01 18:00
10004074,10001047,3,2000-01-01 08:00,2000-01-01 18:00
10004075,10001047,4,2000-01-01 08:00,2000-01-01 18:00
10004076,10001047,5,2000-01-01 08:00,2000-01-01 18:00
10004077,10001048,1,2000-01-01 00:00,2000-01-01 00:00
10004078,10001048,2,2000-01-01 00:00,2000-01-01 00:00
10004079,10001048,3,2000-01-01 00:00,2000-01-01 00:00
10004080,10001048,4,2000-01-01 00:00,2000-01-01 00:00
10004081,10001048,5,2000-01-01 00:00,2000-01-01 00:00
10004082,10001048,6,2000-01-01 00:00,2000-01-01 00:00
10004083,10001048,7,2000-01-01 00:00,2000-01-01 00:00
10004084,10001049,1,2000-01-01 07:00,2000-01-01 20:00
10004085,10001049,2,2000-01-01 07:00,2000-01-01 20:00
10004086,10001049,3,2000-01-01 07:00,2000-01-01 20:00
10004087,10001049,4,2000-01-01 07:00,2000-01-01 20:00
10004088,10001049,5,2000-01-01 07:00,2000-01-01 20:00
10004089,10001049,6,2000-01-01 07:00,2000-01-01 20:00
10004090,10001049,7,2000-01-01 11:00,2000-01-01 18:00
10004091,10001052,1,2000-01-01 09:00,2000-01-01 18:00
10004092,10001052,2,2000-01-01 09:00,2000-01-01 18:00
10004093,10001052,3,2000-01-01 09:00,2000-01-01 18:00
10004094,10001052,4,2000-01-01 09:00,2000-01-01 18:00
10004095,10001052,5,2000-01-01 09:00,2000-01-01 18:00
10004096,10001053,1,2000-01-01 07:30,2000-01-01 16:30
10004097,10001053,2,2000-01-01 07:30,2000-01-01 16:30
10004098,10001053,3,2000-01-01 07:30,2000-01-01 16:30
10004099,10001053,4,2000-01-01 07:30,2000-01-01 16:30
10004100,10001053,5,2000-01-01 07:30,2000-01-01 16:30
10004101,10001054,1,2000-01-01 17:30,2000-01-01 22:00
10004102,10001054,2,2000-01-01 17:30,2000-01-01 22:00
10004103,10001054,3,2000-01-01 17:30,2000-01-01 22:00
10004104,10001054,4,2000-01-01 17:30,2000-01-01 22:00
10004105,10001054,5,2000-01-01 17:30,2000-01-01 23:00
10004106,10001054,6,2000-01-01 17:30,2000-01-01 23:00
10004107,10001055,1,2000-01-01 08:30,2000-01-01 19:00
10004108,10001055,2,2000-01-01 08:30,2000-01-01 19:00
10004109,10001055,3,2000-01-01 08:30,2000-01-01 19:00
10004110,10001055,4,2000-01-01 08:30,2000-01-01 19:00
10004111,10001055,5,2000-01-01 08:30,2000-01-01 19:00
10004112,10001055,6,2000-01-01 08:30,2000-01-01 19:00
10004113,10001056,1,2000-01-01 11:00,2000-01-01 20:00
10004114,10001056,2,2000-01-01 11:00,2000-01-01 21:00
10004115,10001056,3,2000-01-01 11:00,2000-01-01 21:00
10004116,10001056,4,2000-01-01 11:00,2000-01-01 21:00
10004117,10001056,5,2000-01-01 11:00,2000-01-01 22:00
10004118,10001056,6,2000-01-01 11:00,2000-01-01 21:30
10004119,10001064,1,2000-01-01 06:00,2000-01-01 21:00
10004120,10001064,2,2000-01-01 06:00,2000-01-01 21:00
10004121,10001064,3,2000-01-01 06:00,2000-01-01 21:00
10004122,10001064,4,2000-01-01 06:00,2000-01-01 21:00
10004123,10001064,5,2000-01-01 06:00,2000-01-01 21:00
10004124,10001064,6,2000-01-01 06:00,2000-01-01 21:00
10004125,10001068,1,2000-01-01 07:00,2000-01-01 21:00
10004126,10001068,2,2000-01-01 07:00,2000-01-01 21:00
10004127,10001068,3,2000-01-01 07:00,2000-01-01 21:00
10004128,10001068,4,2000-01-01 07:00,2000-01-01 21:00
10004129,10001068,5,2000-01-01 07:00,2000-01-01 21:00
10004130,10001068,6,2000-01-01 07:00,2000-01-01 21:00
10004131,10001068,7,2000-01-01 08:00,2000-01-01 15:00
10004132,10001069,1,2000-01-01 00:00,2000-01-01 00:00
10004133,10001069,2,2000-01-01 00:00,2000-01-01 00:00
10004134,10001069,3,2000-01-01 00:00,2000-01-01 00:00
10004135,10001069,4,2000-01-01 00:00,2000-01-01 00:00
10004136,10001069,5,2000-01-01 00:00,2000-01-01 00:00
10004137,10001069,6,2000-01-01 00:00,2000-01-01 00:00
10004138,10001069,7,2000-01-01 00:00,2000-01-01 00:00
10004139,10001070,1,2000-01-01 09:00,2000-01-01 21:00
10004140,10001070,2,2000-01-01 09:00,2000-01-01 21:00
10004141,10001070,3,2000-01-01 09:00,2000-01-01 21:00
10004142,10001070,4,2000-01-01 09:00,2000-01-01 21:00
10004143,10001070,5,2000-01-01 09:00,2000-01-01 21:00
10004144,10001070,6,2000-01-01 10:00,2000-01-01 18:00
10004145,10001070,7,2000-01-01 12:00,2000-01-01 18:00
10004146,10001071,1,2000-01-01 10:00,2000-01-01 19:00
10004147,10001071,2,2000-01-01 10:00,2000-01-01 19:00
10004148,10001071,3,2000-01-01 10:00,2000-01-01 19:00
10004149,10001071,4,2000-01-01 10:00,2000-01-01 19:00
10004150,10001071,5,2000-01-01 10:00,2000-01-01 19:00
10004151,10001071,6,2000-01-01 10:00,2000-01-01 18:00
10004152,10001075,1,2000-01-01 07:00,2000-01-01 19:00
10004153,10001075,2,2000-01-01 07:00,2000-01-01 19:00
10004154,10001075,3,2000-01-01 07:00,2000-01-01 19:00
10004155,10001075,4,2000-01-01 07:00,2000-01-01 19:00
10004156,10001075,5,2000-01-01 07:00,2000-01-01 19:00
10004157,10001075,6,2000-01-01 08:00,2000-01-01 16:00
10004158,10001076,2,2000-01-01 10:00,2000-01-01 18:00
10004159,10001076,3,2000-01-01 10:00,2000-01-01 18:00
10004160,10001076,4,2000-01-01 10:00,2000-01-01 18:00
10004161,10001076,5,2000-01-01 10:00,2000-01-01 18:00
10004162,10001076,6,2000-01-01 10:00,2000-01-01 15:00
10004163,10001077,1,2000-01-01 09:00,2000-01-01 21:00
10004164,10001077,2,2000-01-01 09:00,2000-01-01 21:00
10004165,10001077,3,2000-01-01 09:00,2000-01-01 21:00
10004166,10001077,4,2000-01-01 09:00,2000-01-01 21:00
10004167,10001077,5,2000-01-01 09:00,2000-01-01 21:00
10004168,10001077,6,2000-01-01 09:00,2000-01-01 21:00
10004169,10001077,7,2000-01-01 09:00,2000-01-01 21:00
10004170,10001078,1,2000-01-01 11:00,2000-01-01 21:00
10004171,10001078,2,2000-01-01 11:00,2000-01-01 21:00
10004172,10001078,3,2000-01-01 11:00,2000-01-01 21:00
10004173,10001078,4,2000-01-01 11:00,2000-01-01 21:00
10004174,10001078,5,2000-01-01 11:00,2000-01-01 21:30
10004175,10001078,6,2000-01-01 11:00,2000-01-01 21:30
10004176,10001078,7,2000-01-01 11:00,2000-01-01 21:00
10004177,10001079,1,2000-01-01 06:30,2000-01-01 22:00
10004178,10001079,2,2000-01-01 06:30,2000-01-01 22:00
10004179,10001079,3,2000-01-01 06:30,2000-01-01 22:00
10004180,10001079,4,2000-01-01 06:30,2000-01-01 22:00
10004181,10001079,5,2000-01-01 06:30,2000-01-01 00:00
10004182,10001079,6,2000-01-01 07:00,2000-01-01 22:00
10004183,10001079,7,2000-01-01 07:30,2000-01-01 20:00
10004184,10001081,1,2000-01-01 10:00,2000-01-01 20:00
10004185,10001081,2,2000-01-01 10:00,2000-01-01 20:00
10004186,10001081,3,2000-01-01 10:00,2000-01-01 20:00
10004187,10001081,4,2000-01-01 10:00,2000-01-01 20:00
10004188,10001081,5,2000-01-01 10:00,2000-01-01 20:00
10004189,10001081,6,2000-01-01 10:00,2000-01-01 20:00
10004190,10001081,7,2000-01-01 12:00,2000-01-01 18:00
10004191,10001082,1,2000-01-01 07:00,2000-01-01 18:00
10004192,10001082,2,2000-01-01 07:00,2000-01-01 18:00
10004193,10001082,3,2000-01-01 07:00,2000-01-01 18:00
10004194,10001082,4,2000-01-01 07:00,2000-01-01 18:00
10004195,10001082,5,2000-01-01 07:00,2000-01-01 18:00
10004196,10001082,6,2000-01-01 07:30,2000-01-01 17:00
10004197,10001083,1,2000-01-01 07:30,2000-01-01 18:00
10004198,10001083,2,2000-01-01 07:30,2000-01-01 18:00
10004199,10001083,3,2000-01-01 07:30,2000-01-01 18:00
10004200,10001083,4,2000-01-01 07:30,2000-01-01 18:00
10004201,10001083,5,2000-01-01 07:30,2000-01-01 18:00
10004202,10001083,6,2000-01-01 08:00,2000-01-01 12:00
10004203,10001084,1,2000-01-01 09:00,2000-01-01 21:00
10004204,10001084,2,2000-01-01 09:00,2000-01-01 21:00
10004205,10001084,3,2000-01-01 09:00,2000-01-01 21:00
10004206,10001084,4,2000-01-01 09:00,2000-01-01 21:00
10004207,10001084,5,2000-01-01 09:00,2000-01-01 21:00
10004208,10001084,6,2000-01-01 09:00,2000-01-01 18:00
10004209,10001084,7,2000-01-01 11:00,2000-01-01 18:00
10004210,10001086,1,2000-01-01 11:00,2000-01-01 23:00
10004211,10001086,2,2000-01-01 11:00,2000-01-01 23:00
10004212,10001086,3,2000-01-01 11:00,2000-01-01 23:00
10004213,10001086,4,2000-01-01 11:00,2000-01-01 23:00
10004214,10001086,5,2000-01-01 11:00,2000-01-01 23:00
10004215,10001086,6,2000-01-01 11:00,2000-01-01 23:00
10004216,10001086,7,2000-01-01 11:00,2000-01-01 23:00
10004217,10001088,4,2000-01-01 09:00,2000-01-01 18:00
10004218,10001088,5,2000-01-01 09:00,2000-01-01 22:00
10004219,10001088,6,2000-01-01 10:00,2000-01-01 22:00
10004220,10001091,1,2000-01-01 10:00,2000-01-01 18:00
10004221,10001091,2,2000-01-01 10:00,2000-01-01 18:00
10004222,10001091,3,2000-01-01 10:00,2000-01-01 18:00
10004223,10001091,4,2000-01-01 10:00,2000-01-01 18:00
10004224,10001091,5,2000-01-01 10:00,2000-01-01 18:00
10004225,10001091,6,2000-01-01 10:00,2000-01-01 18:00
10004226,10001091,7,2000-01-01 12:00,2000-01-01 17:00
10004227,10001094,1,2000-01-01 08:00,2000-01-01 18:00
10004228,10001094,2,2000-01-01 08:00,2000-01-01 18:00
10004229,10001094,3,2000-01-01 08:00,2000-01-01 18:00
10004230,10001094,4,2000-01-01 08:00,2000-01-01 18:00
10004231,10001094,5,2000-01-01 08:00,2000-01-01 18:00
10004232,10001094,6,2000-01-01 08:00,2000-01-01 13:00
10004233,10001098,1,2000-01-01 08:00,2000-01-01 17:00
10004234,10001098,2,2000-01-01 08:00,2000-01-01 17:00
10004235,10001098,3,2000-01-01 08:00,2000-01-01 17:00
10004236,10001098,4,2000-01-01 08:00,2000-01-01 17:00
10004237,10001098,5,2000-01-01 08:00,2000-01-01 17:00
10004238,10001099,1,2000-01-01 09:00,2000-01-01 21:00
10004239,10001099,2,2000-01-01 09:00,2000-01-01 21:00
10004240,10001099,3,2000-01-01 09:00,2000-01-01 21:00
10004241,10001099,4,2000-01-01 09:00,2000-01-01 21:00
10004242,10001099,5,2000-01-01 09:00,2000-01-01 21:00
10004243,10001099,6,2000-01-01 09:00,2000-01-01 21:00
10004244,10001099,7,2000-01-01 11:00,2000-01-01 20:00
10004245,10001100,1,2000-01-01 05:30,2000-01-01 20:00
10004246,10001100,2,2000-01-01 05:30,2000-01-01 20:00
10004247,10001100,3,2000-01-01 05:30,2000-01-01 20:00
10004248,10001100,4,2000-01-01 05:30,2000-01-01 20:00
10004249,10001100,5,2000-01-01 05:30,2000-01-01 19:00
10004250,10001100,6,2000-01-01 09:00,2000-01-01 13:00
10004251,10001101,1,2000-01-01 05:00,2000-01-01 22:00
10004252,10001101,2,2000-01-01 05:00,2000-01-01 22:00
10004253,10001101,3,2000-01-01 05:00,2000-01-01 22:00
10004254,10001101,4,2000-01-01 05:00,2000-01-01 22:00
10004255,10001101,5,2000-01-01 05:00,2000-01-01 21:00
10004256,10001101,6,2000-01-01 07:30,2000-01-01 18:00
10004257,10001101,7,2000-01-01 12:00,2000-01-01 18:00
10004258,10001102,1,2000-01-01 05:00,2000-01-01 21:00
10004259,10001102,2,2000-01-01 05:00,2000-01-01 21:00
10004260,10001102,3,2000-01-01 05:00,2000-01-01 21:00
10004261,10001102,4,2000-01-01 05:00,2000-01-01 21:00
10004262,10001102,5,2000-01-01 05:00,2000-01-01 20:30
10004263,10001102,6,2000-01-01 08:00,2000-01-01 18:00
10004264,10001102,7,2000-01-01 12:00,2000-01-01 18:00
10004265,10001103,2,2000-01-01 10:00,2000-01-01 17:00
10004266,10001103,3,2000-01-01 10:00,2000-01-01 17:00
10004267,10001103,4,2000-01-01 10:00,2000-01-01 17:00
10004268,10001103,5,2000-01-01 10:00,2000-01-01 17:00
10004269,10001103,6,2000-01-01 10:00,2000-01-01 17:00
10004270,10001105,1,2000-01-01 17:00,2000-01-01 22:00
10004271,10001105,2,2000-01-01 17:00,2000-01-01 22:00
10004272,10001105,3,2000-01-01 17:00,2000-01-01 22:00
10004273,10001105,4,2000-01-01 17:00,2000-01-01 22:00
10004274,10001105,5,2000-01-01 17:00,2000-01-01 23:00
10004275,10001105,6,2000-01-01 17:00,2000-01-01 23:00
10004276,10001106,1,2000-01-01 11:00,2000-01-01 22:00
10004277,10001106,2,2000-01-01 11:00,2000-01-01 22:00
10004278,10001106,3,2000-01-01 11:00,2000-01-01 22:00
10004279,10001106,4,2000-01-01 11:00,2000-01-01 22:00
10004280,10001106,5,2000-01-01 11:00,2000-01-01 22:00
10004281,10001106,6,2000-01-01 16:00,2000-01-01 22:00
10004282,10001108,1,2000-01-01 08:30,2000-01-01 16:30
10004283,10001108,2,2000-01-01 08:30,2000-01-01 16:30
10004284,10001108,3,2000-01-01 08:30,2000-01-01 16:30
10004285,10001108,4,2000-01-01 08:30,2000-01-01 16:30
10004286,10001108,5,2000-01-01 08:30,2000-01-01 16:30
10004287,10001111,1,2000-01-01 11:30,2000-01-01 21:00
10004288,10001111,2,2000-01-01 11:30,2000-01-01 21:00
10004289,10001111,3,2000-01-01 11:30,2000-01-01 21:00
10004290,10001111,4,2000-01-01 11:30,2000-01-01 22:00
10004291,10001111,5,2000-01-01 11:30,2000-01-01 22:00
10004292,10001111,6,2000-01-01 11:30,2000-01-01 22:00
10004293,10001112,1,2000-01-01 07:00,2000-01-01 18:00
10004294,10001112,2,2000-01-01 07:00,2000-01-01 18:00
10004295,10001112,3,2000-01-01 07:00,2000-01-01 18:00
10004296,10001112,4,2000-01-01 07:00,2000-01-01 18:00
10004297,10001112,5,2000-01-01 07:00,2000-01-01 18:00
10004298,10001112,6,2000-01-01 10:00,2000-01-01 14:00
10004299,10001113,1,2000-01-01 08:30,2000-01-01 17:00
10004300,10001113,2,2000-01-01 08:30,2000-01-01 17:00
10004301,10001113,3,2000-01-01 08:30,2000-01-01 17:00
10004302,10001113,4,2000-01-01 07:30,2000-01-01 16:00
10004303,10001115,1,2000-01-01 08:00,2000-01-01 17:00
10004304,10001115,2,2000-01-01 08:00,2000-01-01 17:00
10004305,10001115,3,2000-01-01 08:00,2000-01-01 17:00
10004306,10001115,4,2000-01-01 08:00,2000-01-01 17:00
10004307,10001115,5,2000-01-01 08:00,2000-01-01 17:00
10004308,10001116,2,2000-01-01 07:00,2000-01-01 18:00
10004309,10001116,3,2000-01-01 07:00,2000-01-01 18:00
10004310,10001116,4,2000-01-01 07:00,2000-01-01 18:00
10004311,10001116,5,2000-01-01 07:00,2000-01-01 18:00
10004312,10001116,6,2000-01-01 07:00,2000-01-01 17:00
10004313,10001119,1,2000-01-01 07:00,2000-01-01 16:00
10004314,10001119,2,2000-01-01 07:00,2000-01-01 16:00
10004315,10001119,3,2000-01-01 07:00,2000-01-01 16:00
10004316,10001119,4,2000-01-01 07:00,2000-01-01 16:00
10004317,10001119,5,2000-01-01 07:00,2000-01-01 16:00
10004318,10001120,1,2000-01-01 10:00,2000-01-01 21:00
10004319,10001120,2,2000-01-01 10:00,2000-01-01 21:00
10004320,10001120,3,2000-01-01 10:00,2000-01-01 21:00
10004321,10001120,4,2000-01-01 10:00,2000-01-01 21:00
10004322,10001120,5,2000-01-01 10:00,2000-01-01 21:00
10004323,10001120,6,2000-01-01 10:00,2000-01-01 21:00
10004324,10001121,1,2000-01-01 08:00,2000-01-01 20:00
10004325,10001121,2,2000-01-01 08:00,2000-01-01 20:00
10004326,10001121,3,2000-01-01 08:00,2000-01-01 20:00
10004327,10001121,4,2000-01-01 08:00,2000-01-01 20:00
10004328,10001121,5,2000-01-01 08:00,2000-01-01 20:00
10004329,10001121,6,2000-01-01 09:00,2000-01-01 18:00
10004330,10001121,7,2000-01-01 09:00,2000-01-01 18:00
10004331,10001123,1,2000-01-01 09:00,2000-01-01 17:00
10004332,10001123,2,2000-01-01 09:00,2000-01-01 17:00
10004333,10001123,3,2000-01-01 09:00,2000-01-01 17:00
10004334,10001123,4,2000-01-01 09:00,2000-01-01 17:00
10004335,10001123,5,2000-01-01 09:00,2000-01-01 17:00
10004336,10001125,1,2000-01-01 09:00,2000-01-01 17:00
10004337,10001125,2,2000-01-01 10:00,2000-01-01 17:00
10004338,10001125,3,2000-01-01 10:00,2000-01-01 17:00
10004339,10001125,4,2000-01-01 10:00,2000-01-01 17:00
10004340,10001125,5,2000-01-01 10:00,2000-01-01 17:00
10004341,10001125,6,2000-01-01 08:45,2000-01-01 17:00
10004342,10001125,7,2000-01-01 09:00,2000-01-01 17:00
10004343,10001127,1,2000-01-01 08:30,2000-01-01 17:00
10004344,10001127,2,2000-01-01 08:30,2000-01-01 17:00
10004345,10001127,3,2000-01-01 08:30,2000-01-01 17:00
10004346,10001127,4,2000-01-01 08:30,2000-01-01 17:00
10004347,10001127,5,2000-01-01 08:30,2000-01-01 17:00
10004348,10001128,2,2000-01-01 09:30,2000-01-01 16:30
10004349,10001128,3,2000-01-01 09:30,2000-01-01 16:30
10004350,10001128,4,2000-01-01 09:30,2000-01-01 16:30
10004351,10001128,5,2000-01-01 09:30,2000-01-01 16:30
10004352,10001128,6,2000-01-01 09:30,2000-01-01 16:30
10004353,10001129,1,2000-01-01 17:00,2000-01-01 22:00
10004354,10001129,2,2000-01-01 17:00,2000-01-01 22:00
10004355,10001129,3,2000-01-01 17:00,2000-01-01 22:00
10004356,10001129,4,2000-01-01 17:00,2000-01-01 22:00
10004357,10001129,5,2000-01-01 17:00,2000-01-01 23:00
10004358,10001129,6,2000-01-01 16:00,2000-01-01 23:00
10004359,10001129,7,2000-01-01 15:00,2000-01-01 21:00
10004360,10001131,1,2000-01-01 07:00,2000-01-01 17:00
10004361,10001131,2,2000-01-01 07:00,2000-01-01 17:00
10004362,10001131,3,2000-01-01 07:00,2000-01-01 17:00
10004363,10001131,4,2000-01-01 07:00,2000-01-01 17:00
10004364,10001131,5,2000-01-01 07:00,2000-01-01 17:00
10004365,10001131,6,2000-01-01 07:00,2000-01-01 17:00
10004366,10001131,7,2000-01-01 07:00,2000-01-01 17:00
10004367,10001132,1,2000-01-01 09:30,2000-01-01 18:30
10004368,10001132,2,2000-01-01 09:30,2000-01-01 18:30
10004369,10001132,3,2000-01-01 09:30,2000-01-01 18:30
10004370,10001132,4,2000-01-01 09:30,2000-01-01 18:30
10004371,10001132,5,2000-01-01 09:30,2000-01-01 18:30
10004372,10001132,6,2000-01-01 10:30,2000-01-01 16:30
10004373,10001134,1,2000-01-01 07:00,2000-01-01 15:00
10004374,10001134,2,2000-01-01 07:00,2000-01-01 15:00
10004375,10001134,3,2000-01-01 07:00,2000-01-01 15:00
10004376,10001134,4,2000-01-01 07:00,2000-01-01 15:00
10004377,10001134,5,2000-01-01 07:00,2000-01-01 15:00
10004378,10001134,6,2000-01-01 07:00,2000-01-01 14:00
10004379,10001136,1,2000-01-01 15:00,2000-01-01 18:00
10004380,10001136,2,2000-01-01 15:00,2000-01-01 18:00
10004381,10001136,3,2000-01-01 15:00,2000-01-01 18:00
10004382,10001136,4,2000-01-01 15:00,2000-01-01 18:00
10004383,10001137,1,2000-01-01 09:00,2000-01-01 17:00
10004384,10001137,2,2000-01-01 10:00,2000-01-01 18:00
10004385,10001137,3,2000-01-01 10:00,2000-01-01 18:00
10004386,10001137,4,2000-01-01 10:00,2000-01-01 18:00
10004387,10001137,5,2000-01-01 10:00,2000-01-01 18:00
10004388,10001137,6,2000-01-01 09:00,2000-01-01 15:00
10004389,10001138,1,2000-01-01 11:00,2000-01-01 22:00
10004390,10001138,2,2000-01-01 11:00,2000-01-01 22:00
10004391,10001138,3,2000-01-01 11:00,2000-01-01 22:00
10004392,10001138,4,2000-01-01 11:00,2000-01-01 22:00
10004393,10001138,5,2000-01-01 11:00,2000-01-01 23:00
10004394,10001138,6,2000-01-01 11:00,2000-01-01 23:00
10004395,10001138,7,2000-01-01 11:00,2000-01-01 21:00
10004396,10001139,1,2000-01-01 10:00,2000-01-01 21:00
10004397,10001139,2,2000-01-01 10:00,2000-01-01 21:00
10004398,10001139,3,2000-01-01 10:00,2000-01-01 21:00
10004399,10001139,4,2000-01-01 10:00,2000-01-01 21:00
10004400,10001139,5,2000-01-01 10:00,2000-01-01 22:00
10004401,10001139,6,2000-01-01 10:00,2000-01-01 22:00
10004402,10001139,7,2000-01-01 10:00,2000-01-01 21:00
10004403,10001142,2,2000-01-01 10:00,2000-01-01 18:00
10004404,10001142,3,2000-01-01 10:00,2000-01-01 18:00
10004405,10001142,4,2000-01-01 10:00,2000-01-01 18:00
10004406,10001142,5,2000-01-01 10:00,2000-01-01 18:00
10004407,10001143,1,2000-01-01 11:00,2000-01-01 14:00
10004408,10001143,2,2000-01-01 11:00,2000-01-01 14:00
10004409,10001143,3,2000-01-01 11:00,2000-01-01 14:00
10004410,10001143,4,2000-01-01 11:00,2000-01-01 14:00
10004411,10001143,5,2000-01-01 11:00,2000-01-01 14:00
10004412,10001145,1,2000-01-01 08:00,2000-01-01 19:00
10004413,10001145,2,2000-01-01 08:00,2000-01-01 19:00
10004414,10001145,3,2000-01-01 08:00,2000-01-01 19:00
10004415,10001145,4,2000-01-01 08:00,2000-01-01 19:00
10004416,10001145,5,2000-01-01 08:00,2000-01-01 19:00
10004417,10001145,6,2000-01-01 09:00,2000-01-01 16:00
10004418,10001146,1,2000-01-01 17:00,2000-01-01 22:00
10004419,10001146,2,2000-01-01 17:00,2000-01-01 22:00
10004420,10001146,3,2000-01-01 17:00,2000-01-01 22:00
10004421,10001146,4,2000-01-01 17:00,2000-01-01 22:00
10004422,10001146,5,2000-01-01 17:00,2000-01-01 23:00
10004423,10001146,6,2000-01-01 17:00,2000-01-01 23:00
10004424,10001146,7,2000-01-01 17:00,2000-01-01 23:30
10004425,10001147,2,2000-01-01 17:00,2000-01-01 21:30
10004426,10001147,3,2000-01-01 17:00,2000-01-01 21:30
10004427,10001147,4,2000-01-01 17:00,2000-01-01 21:30
10004428,10001147,5,2000-01-01 17:00,2000-01-01 23:00
10004429,10001147,6,2000-01-01 17:00,2000-01-01 23:00
10004430,10001147,7,2000-01-01 17:00,2000-01-01 21:30
10004431,10001148,1,2000-01-01 08:30,2000-01-01 17:00
10004432,10001148,2,2000-01-01 08:30,2000-01-01 17:00
10004433,10001148,3,2000-01-01 08:30,2000-01-01 17:00
10004434,10001148,4,2000-01-01 08:30,2000-01-01 17:00
10004435,10001148,5,2000-01-01 08:30,2000-01-01 17:00
10004436,10001149,1,2000-01-01 07:00,2000-01-01 20:00
10004437,10001149,2,2000-01-01 07:00,2000-01-01 20:00
